Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,55300,40000.0,95300,28000,Hatchback
28,Male,Business,Married,Post Graduate,4,No,Yes,Yes,63900,32400.0,96300,28000,Sedan
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,54900,40000.0,94900,33000,Hatchback
28,Male,Salaried,Married,Post Graduate,2,No,No,Yes,66000,28100.0,94100,32000,Hatchback
28,Male,Business,Married,Post Graduate,3,No,No,Yes,63400,30300.0,93700,24000,Sedan
28,Male,Business,Married,Post Graduate,2,No,No,Yes,63100,30100.0,93200,23000,Sedan
28,Male,Business,Married,Post Graduate,3,Yes,No,Yes,62800,30700.0,93500,26000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,No,Yes,61800,30700.0,92500,26000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,64700,27900.0,92600,24000,Sedan
28,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,62500,28300.0,90800,31000,Sedan
28,Male,Business,Married,Post Graduate,4,No,No,Yes,62700,27300.0,90000,31000,Sedan
28,Male,Business,Married,Graduate,4,Yes,No,Yes,48600,30200.0,78800,18000,Sedan
28,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,65500,22900.0,88400,23000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,62200,25200.0,87400,19000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,No,Yes,61500,25800.0,87300,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,60400,25500.0,85900,18000,Sedan
28,Male,Salaried,Married,Graduate,4,Yes,No,Yes,56300,28900.0,85200,31000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,44800,40300.0,85100,26000,Hatchback
28,Male,Business,Married,Graduate,4,Yes,Yes,Yes,43600,40400.0,84000,32000,Hatchback
28,Male,Salaried,Married,Graduate,3,No,Yes,Yes,53700,30000.0,83700,24000,Hatchback
28,Male,Business,Married,Graduate,3,Yes,Yes,Yes,59700,24000.0,83700,19000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,58300,24200.0,82500,27000,Hatchback
28,Female,Salaried,Married,Graduate,1,No,No,Yes,43300,38500.0,81800,52000,Sedan
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,41000,40800.0,81800,33000,Hatchback
28,Male,Salaried,Married,Graduate,2,No,No,Yes,50700,30800.0,81500,26000,Hatchback
28,Male,Business,Married,Post Graduate,3,No,No,No,80400,0.0,80400,20000,Sedan
28,Male,Business,Married,Graduate,3,Yes,Yes,Yes,49900,30800.0,80700,24000,Hatchback
28,Male,Salaried,Married,Graduate,3,No,Yes,Yes,54900,25000.0,79900,21000,Sedan
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,54900,25000.0,79900,20000,Hatchback
28,Male,Business,Married,Graduate,4,No,Yes,Yes,50700,28000.0,78700,32000,Hatchback
28,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,50100,28000.0,78100,30000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,Yes,48400,30300.0,78700,22000,Hatchback
28,Male,Business,Married,Graduate,2,No,No,Yes,53200,25400.0,78600,20000,Sedan
28,Female,Salaried,Married,Graduate,1,No,Yes,Yes,37000,40800.0,77800,35000,Sedan
28,Male,Business,Married,Post Graduate,1,Yes,Yes,No,76800,0.0,76800,30000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,No,No,76200,0.0,76200,25000,Hatchback
28,Male,Business,Single,Post Graduate,0,Yes,Yes,No,76600,0.0,76600,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,No,No,75200,0.0,75200,29000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,74000,0.0,74000,21000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,No,No,73900,0.0,73900,29000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,73000,0.0,73000,22000,Hatchback
28,Male,Salaried,Married,Post Graduate,2,Yes,No,No,72700,0.0,72700,33000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,No,No,72900,0.0,72900,32000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,No,No,72700,25600.0,72700,28000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,Yes,No,72800,0.0,72800,25000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,43700,29800.0,73500,21000,Sedan
28,Male,Business,Married,Post Graduate,3,No,No,No,72200,0.0,72200,21000,Sedan
28,Male,Business,Married,Graduate,3,Yes,No,Yes,47100,24200.0,71300,19000,Sedan
28,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,40100,30800.0,70900,23000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,45500,25400.0,70900,20000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,Yes,No,69700,0.0,69700,28000,Hatchback
28,Male,Business,Married,Post Graduate,2,No,Yes,No,69900,0.0,69900,21000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,69300,0.0,69300,19000,Sedan
28,Male,Business,Married,Post Graduate,3,No,No,No,68200,0.0,68200,21000,Sedan
28,Male,Business,Married,Graduate,3,Yes,No,Yes,43000,25500.0,68500,19000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,68600,0.0,68600,18000,Sedan
28,Male,Business,Married,Graduate,2,Yes,No,Yes,43200,25800.0,69000,18000,Sedan
28,Female,Salaried,Married,Graduate,1,No,No,Yes,37800,30400.0,68200,34000,Sedan
28,Male,Salaried,Married,Post Graduate,4,Yes,No,No,67500,0.0,67500,29000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,No,No,66100,0.0,66100,31000,Hatchback
28,Male,Business,Single,Post Graduate,0,No,Yes,No,66300,25600.0,66300,22000,Hatchback
28,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,65400,0.0,65400,31000,Sedan
28,Male,Business,Married,Post Graduate,2,No,Yes,No,65500,0.0,65500,31000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,65500,0.0,65500,30000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,Yes,No,65200,0.0,65200,24000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,Yes,40900,25900.0,66800,22000,Hatchback
28,Female,Salaried,Married,Post Graduate,2,Yes,Yes,No,64000,0.0,64000,51000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,64400,0.0,64400,24000,Hatchback
28,Male,Business,Married,Post Graduate,4,Yes,No,No,64100,0.0,64100,18000,Sedan
28,Female,Salaried,Married,Graduate,1,Yes,No,Yes,36000,800.0,36800,31000,SUV
28,Male,Salaried,Married,Post Graduate,4,No,Yes,No,63800,0.0,63800,30000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,No,No,63200,0.0,63200,30000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,62000,0.0,62000,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,1,No,No,No,61200,0.0,61200,38000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,61700,0.0,61700,26000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,No,No,61600,0.0,61600,24000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,61900,0.0,61900,23000,Sedan
28,Male,Business,Single,Post Graduate,2,No,No,No,60700,0.0,60700,41000,Sedan
28,Female,Salaried,Married,Post Graduate,2,Yes,No,No,60400,0.0,60400,31000,SUV
28,Male,Salaried,Married,Post Graduate,1,No,No,No,59100,0.0,59100,36000,Sedan
28,Male,Business,Married,Graduate,4,Yes,Yes,No,59500,0.0,59500,31000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,No,59800,0.0,59800,28000,Sedan
28,Male,Salaried,Married,Graduate,3,No,Yes,No,58400,0.0,58400,20000,Hatchback
28,Male,Salaried,Single,Post Graduate,2,Yes,No,No,57700,0.0,57700,35000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,No,57200,0.0,57200,25000,Hatchback
28,Male,Business,Single,Post Graduate,2,No,No,No,56000,0.0,56000,43000,Sedan
28,Male,Business,Married,Graduate,1,Yes,No,No,56600,0.0,56600,19000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,No,54700,0.0,54700,23000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,No,46900,0.0,46900,24000,Hatchback
28,Male,Business,Single,Graduate,2,Yes,Yes,No,43500,25600.0,43500,27000,Hatchback
28,Female,Salaried,Married,Graduate,2,No,Yes,No,42000,25600.0,42000,39000,Sedan
28,Male,Salaried,Married,Graduate,3,No,Yes,No,41400,0.0,41400,24000,Hatchback
28,Male,Business,Married,Graduate,2,Yes,Yes,No,40800,0.0,40800,52000,Sedan
27,Male,Business,Married,Post Graduate,3,No,No,Yes,71000,40600.0,111600,27000,Sedan
27,Male,Salaried,Married,Post Graduate,3,No,No,Yes,76300,30900.0,107200,18000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,69400,40200.0,109600,26000,Hatchback
27,Male,Business,Married,Post Graduate,2,No,No,Yes,68200,40200.0,108400,31000,Sedan
27,Male,Business,Married,Post Graduate,2,No,No,Yes,79600,28900.0,108500,32000,Hatchback
27,Male,Business,Married,Post Graduate,4,No,Yes,Yes,73500,32400.0,105900,28000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,74600,30100.0,104700,23000,Sedan
27,Male,Salaried,Married,Post Graduate,4,No,No,Yes,71500,32600.0,104100,27000,Sedan
27,Male,Business,Married,Post Graduate,3,Yes,No,Yes,73500,30800.0,104300,23000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,63000,40500.0,103500,18000,Sedan
27,Male,Salaried,Married,Post Graduate,3,No,No,Yes,77700,25100.0,102800,19000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,61300,40500.0,101800,30000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,Yes,66800,35400.0,102200,29000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,61100,40300.0,101400,22000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,72200,28900.0,101100,30000,Hatchback
27,Male,Business,Married,Post Graduate,4,No,Yes,Yes,68000,32400.0,100400,28000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,70700,30000.0,100700,22000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,No,Yes,65800,28700.0,94500,18000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,Yes,71700,28600.0,100300,32000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,Yes,59200,40600.0,99800,26000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74200,25300.0,99500,18000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,69000,28000.0,97000,31000,Sedan
27,Male,Business,Married,Post Graduate,3,No,Yes,Yes,65500,32600.0,98100,28000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,72400,25100.0,97500,19000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,72700,24300.0,97000,30000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,56200,40900.0,97100,19000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,71700,25400.0,97100,18000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,65600,30300.0,95900,24000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,Yes,66600,28200.0,94800,31000,Sedan
27,Female,Salaried,Married,Post Graduate,3,No,No,Yes,66800,28700.0,95500,22000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,54400,40200.0,94600,21000,Sedan
27,Male,Business,Married,Post Graduate,4,No,No,Yes,64400,28700.0,93100,30000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,52700,40000.0,92700,24000,Hatchback
27,Male,Business,Married,Graduate,2,Yes,Yes,Yes,52800,40600.0,93400,20000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,62100,30000.0,92100,19000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,61300,30400.0,91700,24000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,66600,25300.0,91900,20000,Sedan
27,Male,Business,Married,Post Graduate,3,Yes,No,Yes,64400,25300.0,89700,19000,Sedan
27,Male,Business,Married,Post Graduate,4,No,No,Yes,63500,25400.0,88900,31000,Sedan
27,Male,Business,Married,Graduate,2,No,No,Yes,47300,40500.0,87800,32000,Hatchback
27,Male,Salaried,Married,Graduate,4,Yes,No,Yes,55600,32900.0,88500,28000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,47200,40900.0,88100,24000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,57200,28100.0,85300,32000,Hatchback
27,Male,Business,Married,Graduate,4,No,No,Yes,53400,32800.0,86200,28000,Sedan
27,Male,Business,Married,Graduate,3,No,No,Yes,52000,30100.0,82100,27000,Sedan
27,Male,Business,Married,Graduate,3,No,No,Yes,51200,30100.0,81300,24000,Sedan
27,Male,Salaried,Married,Graduate,2,No,No,Yes,51700,29200.0,80900,31000,Sedan
27,Male,Business,Married,Graduate,3,Yes,Yes,Yes,56400,24600.0,81000,26000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,55300,25300.0,80600,23000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,No,79100,0.0,79100,30000,Hatchback
27,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,46700,32700.0,79400,28000,Hatchback
27,Male,Salaried,Single,Post Graduate,0,No,No,No,76000,0.0,76000,23000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,Yes,47500,28600.0,76100,22000,Hatchback
27,Male,Business,Married,Post Graduate,2,Yes,No,No,75800,0.0,75800,22000,Hatchback
27,Male,Salaried,Married,Graduate,2,No,No,Yes,49000,200.0,49200,18000,Sedan
27,Male,Business,Single,Post Graduate,2,Yes,Yes,No,74800,0.0,74800,27000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,No,74100,0.0,74100,23000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,49000,25400.0,74400,20000,Hatchback
27,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,73600,0.0,73600,31000,Hatchback
27,Male,Salaried,Married,Graduate,2,No,Yes,Yes,44300,28800.0,73100,33000,Hatchback
27,Male,Salaried,Single,Post Graduate,2,No,No,No,72500,0.0,72500,30000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,No,No,71500,25600.0,71500,23000,Sedan
27,Male,Business,Married,Graduate,2,Yes,No,Yes,41500,30500.0,72000,21000,Sedan
27,Male,Business,Married,Post Graduate,3,No,No,No,71300,0.0,71300,20000,Sedan
27,Male,Business,Married,Graduate,3,Yes,No,Yes,45500,25000.0,70500,30000,Hatchback
27,Male,Salaried,Married,Post Graduate,4,Yes,No,No,69800,25600.0,69800,30000,Hatchback
27,Male,Business,Married,Post Graduate,2,Yes,No,No,69900,0.0,69900,27000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,No,68800,0.0,68800,28000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,No,No,No,68500,25600.0,68500,25000,Hatchback
27,Male,Salaried,Married,Post Graduate,2,No,Yes,No,67300,0.0,67300,30000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,No,67600,0.0,67600,28000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,No,No,67100,0.0,67100,22000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,66900,0.0,66900,32000,Hatchback
27,Male,Business,Married,Post Graduate,1,Yes,No,No,66200,0.0,66200,23000,Hatchback
27,Male,Salaried,Single,Post Graduate,2,Yes,Yes,No,65900,0.0,65900,28000,Hatchback
27,Male,Business,Single,Post Graduate,2,No,No,No,65000,0.0,65000,25000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,65200,25600.0,65200,23000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,No,63700,0.0,63700,31000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,No,No,63500,0.0,63500,26000,Sedan
27,Male,Business,Married,Post Graduate,2,Yes,No,No,63700,0.0,63700,23000,Hatchback
27,Male,Business,Single,Post Graduate,0,Yes,No,No,63600,0.0,63600,23000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,No,63900,25600.0,63900,19000,Hatchback
27,Male,Salaried,Single,Post Graduate,1,Yes,No,No,62700,25600.0,62700,26000,Hatchback
27,Male,Business,Single,Graduate,2,No,Yes,No,60800,0.0,60800,24000,Hatchback
27,Male,Salaried,Married,Graduate,3,No,No,No,59900,0.0,59900,27000,Sedan
27,Male,Business,Married,Graduate,3,No,No,No,58700,0.0,58700,33000,Hatchback
27,Female,Salaried,Married,Graduate,4,Yes,Yes,No,58400,0.0,58400,32000,Hatchback
27,Male,Business,Married,Graduate,3,Yes,No,No,57400,0.0,57400,23000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,No,57400,0.0,57400,21000,Sedan
27,Male,Business,Married,Graduate,3,No,Yes,No,56100,0.0,56100,31000,Sedan
27,Male,Business,Married,Graduate,3,Yes,No,No,55200,0.0,55200,26000,Hatchback
27,Male,Business,Married,Graduate,2,Yes,No,No,54400,0.0,54400,29000,Hatchback
27,Male,Salaried,Married,Graduate,2,Yes,Yes,No,45400,0.0,45400,30000,Hatchback
27,Male,Salaried,Married,Graduate,4,No,Yes,No,44500,0.0,44500,32000,Hatchback
27,Male,Business,Married,Graduate,3,Yes,No,No,43200,0.0,43200,25000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,No,42800,0.0,42800,22000,Hatchback
27,Male,Salaried,Single,Graduate,2,No,No,No,41800,0.0,41800,28000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,74100,45900.0,120000,24000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,74500,40300.0,114800,28000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,Yes,Yes,78700,35800.0,114500,28000,Sedan
26,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,72000,40600.0,112600,31000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,Yes,70900,40400.0,111300,21000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,79100,30400.0,109500,25000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,69200,100.0,69300,18000,Sedan
26,Female,Salaried,Married,Post Graduate,3,No,Yes,Yes,76100,30600.0,106700,23000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75000,30500.0,105500,23000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,75200,28800.0,104000,32000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,52500,50300.0,102800,31000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,62600,40100.0,102700,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,73000,28000.0,101000,32000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,No,Yes,69600,32000.0,101600,27000,Hatchback
26,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,66500,30800.0,97300,18000,Sedan
26,Male,Salaried,Married,Post Graduate,4,No,No,Yes,72800,28900.0,101700,33000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,72600,28500.0,101100,33000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,68400,32700.0,101100,28000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,Yes,Yes,67000,32200.0,99200,27000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,74200,24000.0,98200,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,74600,24700.0,99300,22000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,67700,30400.0,98100,23000,Sedan
26,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,72600,25700.0,98300,18000,Sedan
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,67900,28000.0,95900,29000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63200,32700.0,95900,28000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,63700,32500.0,96200,27000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,63800,32200.0,96000,27000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,No,Yes,70700,25200.0,95900,20000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,Yes,66900,28900.0,95800,29000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,68600,25700.0,94300,24000,Sedan
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,68400,25000.0,93400,20000,Hatchback
26,Male,Salaried,Married,Graduate,2,Yes,No,Yes,52000,40700.0,92700,26000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,63000,28200.0,91200,31000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,No,Yes,62400,28400.0,90800,31000,Hatchback
26,Male,Salaried,Married,Graduate,4,Yes,No,Yes,49900,40500.0,90400,27000,Sedan
26,Male,Business,Married,Graduate,3,No,Yes,Yes,47400,40600.0,88000,20000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,61400,24400.0,85800,27000,Sedan
26,Male,Business,Married,Graduate,4,Yes,No,Yes,52500,32100.0,84600,29000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,61900,23500.0,85400,27000,Sedan
26,Male,Salaried,Married,Graduate,3,Yes,No,Yes,57500,26100.0,83600,26000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,80300,0.0,80300,29000,Sedan
26,Male,Salaried,Married,Graduate,3,No,No,Yes,40200,40100.0,80300,26000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,50600,30900.0,81500,25000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,Yes,50900,30700.0,81600,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,Yes,No,79800,0.0,79800,29000,Hatchback
26,Male,Business,Single,Post Graduate,2,Yes,No,No,79500,0.0,79500,24000,Hatchback
26,Male,Salaried,Married,Graduate,2,No,Yes,Yes,54800,25400.0,80200,21000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,Yes,No,78100,0.0,78100,30000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,Yes,56000,22600.0,78600,28000,Sedan
26,Male,Business,Married,Graduate,2,Yes,No,Yes,52100,26900.0,79000,19000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,47400,30000.0,77400,22000,Hatchback
26,Male,Salaried,Married,Graduate,2,No,Yes,Yes,46900,30800.0,77700,26000,Sedan
26,Male,Salaried,Married,Post Graduate,2,No,Yes,No,76900,0.0,76900,23000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,No,74800,0.0,74800,27000,Sedan
26,Male,Business,Single,Post Graduate,2,No,Yes,No,74700,0.0,74700,21000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,74800,0.0,74800,21000,Sedan
26,Male,Salaried,Married,Post Graduate,4,No,No,No,73800,0.0,73800,30000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73800,0.0,73800,24000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,Yes,48600,24200.0,72800,26000,Sedan
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,70700,0.0,70700,31000,Hatchback
26,Male,Salaried,Married,Graduate,4,No,Yes,Yes,41500,28900.0,70400,30000,Hatchback
26,Female,Salaried,Single,Post Graduate,2,No,No,No,69100,25600.0,69100,20000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,44800,25800.0,70600,19000,Sedan
26,Male,Business,Single,Post Graduate,2,No,Yes,No,68800,0.0,68800,19000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,68900,0.0,68900,19000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,67000,0.0,67000,27000,Sedan
26,Male,Business,Married,Post Graduate,2,No,Yes,No,67100,0.0,67100,27000,Hatchback
26,Male,Business,Single,Post Graduate,0,Yes,No,No,67500,25600.0,67500,23000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,No,No,67400,0.0,67400,18000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,No,No,66600,0.0,66600,30000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,No,No,66700,0.0,66700,23000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,No,66800,0.0,66800,20000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,65100,0.0,65100,25000,Hatchback
26,Male,Business,Single,Post Graduate,2,Yes,No,No,64700,0.0,64700,23000,Hatchback
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,64100,25600.0,64100,20000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,63200,0.0,63200,32000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,No,No,63200,0.0,63200,31000,Sedan
26,Male,Business,Married,Post Graduate,3,No,Yes,No,63100,0.0,63100,24000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,62700,0.0,62700,26000,Sedan
26,Male,Salaried,Married,Post Graduate,3,Yes,No,No,62900,0.0,62900,22000,Hatchback
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,61100,0.0,61100,28000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,No,No,58600,0.0,58600,23000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,Yes,No,57300,25600.0,57300,22000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,54900,0.0,54900,25000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,52000,0.0,52000,31000,Sedan
26,Male,Salaried,Married,Graduate,4,No,No,No,52700,0.0,52700,29000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,52200,0.0,52200,28000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,No,No,51000,25600.0,51000,30000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,No,No,51500,0.0,51500,23000,Hatchback
26,Male,Business,Married,Graduate,3,No,No,No,51400,25600.0,51400,18000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,No,49000,0.0,49000,23000,Sedan
26,Male,Salaried,Married,Graduate,2,No,Yes,No,44400,0.0,44400,19000,Sedan
26,Male,Business,Married,Graduate,1,No,Yes,No,43700,0.0,43700,28000,Hatchback
26,Male,Salaried,Single,Graduate,2,No,No,No,42600,0.0,42600,30000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,No,42500,0.0,42500,25000,Hatchback
26,Male,Salaried,Single,Graduate,2,Yes,No,No,42200,0.0,42200,24000,Hatchback
25,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,54400,300.0,54700,18000,Sedan
